"rowlabel","split","sex","yrsarea","resyrago","work2","tenure1","livharm1","agegrp7","ethgrp2a","educat3","rural2","edeprivex","wdeprivex","IndivWgtx","cause2m","walkdark","walkday","homealon","wburgl","wmugged","wcarstol","wfromcar","wraped","wattack","wraceatt","worryx","bcsvictim","rubbcomm","vandcomm","poorhou","antisocx"
147278200,"D (Online Security)","Male","5 years but less than 10 years","Yes","Yes","Buying it with the help of a mortgage or loan","Cohabiting","35-44","White","Degree or diploma","Urban",4,NA,1.33521783351898,"D. Lack of discipline from parents","Fairly safe","Fairly safe","Very safe",NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
147353070,"C (Crime prevention and security)","Male","5 years but less than 10 years",NA,"Yes","Rent it","Cohabiting","35-44","White","None","Rural",3,NA,0.597403287887573,NA,NA,NA,NA,"Fairly worried","Not very worried",NA,NA,"Not at all worried","Not at all worried","Not at all worried",-0.566784560680389,"Not a victim of crime","Not very common","Not very common","Not at all common",NA
136784100,"B (Attitudes to the CJS)","Male","20 years or longer",NA,"Yes","Buying it with the help of a mortgage or loan","Married/Civil Partnered","45-54","White","O level/GCSE","Urban",5,NA,0.809120655059814,NA,NA,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
136993210,"A (Experiences of the police)","Female","20 years or longer",NA,"Yes","Rent it","Single","16-24","Asian or Asian British","Apprenticeship or A/AS level","Urban",1,NA,1.70768654346466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not very common","Not at all common","Not at all common",-0.536129176616669
136723220,"B (Attitudes to the CJS)","Female","20 years or longer",NA,"Yes","Buying it with the help of a mortgage or loan","Divorced","45-54","White","O level/GCSE","Urban",1,NA,0.608362019062042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Victim of crime","Not very common","Not at all common","Not very common",NA
136708030,"C (Crime prevention and security)","Female","20 years or longer",NA,"No","Own it outright","Married/Civil Partnered","65-74","White","None","Urban",3,NA,1.07632899284363,NA,NA,NA,NA,"Not very worried","Fairly worried",NA,NA,"Very worried","Fairly worried","Not very worried",1.19557762145996,"Not a victim of crime","Not very common","Not very common","Not very common",NA
136117140,"B (Attitudes to the CJS)","Female","3 years but less than 5 years",NA,"No","Buying it with the help of a mortgage or loan","Cohabiting","25-34","White","Degree or diploma","Urban",3,NA,0.782307922840118,NA,NA,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
147565220,"B (Attitudes to the CJS)","Female","20 years or longer",NA,"Yes","Own it outright","Married/Civil Partnered","55-64","White","Apprenticeship or A/AS level","Rural",4,NA,2.73776721954346,NA,NA,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,NA,NA,"Not a victim of crime","Not very common","Not at all common","Not very common",NA
136148090,"A (Experiences of the police)","Male","3 years but less than 5 years",NA,"Yes","Rent it","Single","45-54","Black or Black British","Apprenticeship or A/AS level","Urban",1,NA,0.68288666009903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not very common","Not very common","Not very common",0.528007924556732
147560120,"D (Online Security)","Female","20 years or longer",NA,"No","Own it outright","Widowed","75+","White","Other","Urban",5,NA,0.320943802595139,"Spontaneous: None of these","Fairly safe","Very safe","Very safe",NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
136667200,"D (Online Security)","Male","20 years or longer",NA,"No","Own it outright","Married/Civil Partnered","65-74","White","O level/GCSE","Rural",5,NA,0.976687908172607,"D. Lack of discipline from parents","Very safe","Very safe","Very safe",NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
147551150,"C (Crime prevention and security)","Female","20 years or longer",NA,"Yes","Buying it with the help of a mortgage or loan","Divorced","65-74","White","Degree or diploma","Urban",2,NA,0.601879060268402,NA,NA,NA,NA,"Fairly worried","Not very worried",NA,NA,"Not very worried","Not very worried","Not very worried",0.298398405313492,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
136714030,"C (Crime prevention and security)","Male","20 years or longer","Yes","Yes","Buying it with the help of a mortgage or loan","Married/Civil Partnered","35-44","White","Degree or diploma","Urban",1,NA,1.25722074508667,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,"Not at all worried","Not at all worried","Not at all worried",-0.823424398899078,"Victim of crime","Not very common","Not very common","Not very common",NA
136345110,"C (Crime prevention and security)","Female","2 years but less than 3 years",NA,"Yes","Rent it","Divorced","35-44","White","Apprenticeship or A/AS level","Rural",2,NA,0.294989556074142,NA,NA,NA,NA,"Fairly worried","Fairly worried",NA,NA,"Very worried","Fairly worried","Not at all worried",1.16431069374084,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
136818180,"B (Attitudes to the CJS)","Female","20 years or longer",NA,"Yes","Buying it with the help of a mortgage or loan","Married/Civil Partnered","35-44","White","Degree or diploma","Urban",NA,4,1.66935634613037,NA,NA,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
147363050,"A (Experiences of the police)","Female","20 years or longer",NA,"No","Own it outright","Married/Civil Partnered","65-74","White","None","Urban",NA,2,0.517255008220673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not very common","Not at all common","Not at all common",-0.777033984661102
136493140,"B (Attitudes to the CJS)","Female","20 years or longer",NA,"No","Rent it","Single","55-64","White","None","Urban",2,NA,0.589989840984344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
136374310,"C (Crime prevention and security)","Female","20 years or longer",NA,"No","Rent it","Married/Civil Partnered","35-44","White","O level/GCSE","Urban",2,NA,1.81324946880341,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,"Not at all worried","Not very worried","Not at all worried",-0.514213681221008,"Victim of crime","Not very common","Not very common","Not very common",NA
136170120,"D (Online Security)","Female","5 years but less than 10 years",NA,"No","Buying it with the help of a mortgage or loan","Married/Civil Partnered","25-34","White","Degree or diploma","Urban",2,NA,1.10615885257721,"A. Too lenient sentencing","A bit unsafe","Very safe","Very safe",NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not very common","Not very common","Not very common",NA
136395120,"D (Online Security)","Male","10 years but less than 20 years",NA,"No","Rent it","Single","55-64","White","Apprenticeship or A/AS level","Urban",5,NA,0.577132761478424,"H. Breakdown of family","Very safe","Very safe","Very safe",NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
147268010,"A (Experiences of the police)","Male","20 years or longer",NA,"No","Own it outright","Married/Civil Partnered","55-64","White","O level/GCSE","Rural",3,NA,1.14862668514252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",0.310979932546616
136810300,"B (Attitudes to the CJS)","Male","20 years or longer","No","Yes","Live here rent free (inc. rent free in relative/friend's property, excluding squatting)","Divorced","45-54","White","Apprenticeship or A/AS level","Rural",NA,2,0.717946350574493,NA,NA,NA,NA,NA,NA,"Not at all worried","Fairly worried",NA,NA,NA,NA,"Not a victim of crime","Not very common","Not very common","Not very common",NA
147440020,"B (Attitudes to the CJS)","Female","2 years but less than 3 years",NA,"Yes","Rent it","Single","35-44","White","Degree or diploma","Urban",4,NA,0.618234276771545,NA,NA,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
147635210,"A (Experiences of the police)","Female","20 years or longer",NA,"No","Rent it","Married/Civil Partnered","55-64","White","None","Urban",NA,5,0.503694951534271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not very common","Not at all common","Not very common",0.450876206159592
136347020,"B (Attitudes to the CJS)","Female","5 years but less than 10 years",NA,"Yes","Buying it with the help of a mortgage or loan","Single","25-34","White","Degree or diploma","Urban",2,NA,0.657193601131439,NA,NA,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,NA,NA,"Victim of crime","Not at all common","Not at all common","Not at all common",NA
136223320,"D (Online Security)","Male","20 years or longer",NA,"Yes","Own it outright","Single","16-24","White","Apprenticeship or A/AS level","Urban",5,NA,2.29468989372253,"I. Too few police","Fairly safe","Very safe","Very safe",NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
136723250,"A (Experiences of the police)","Female","20 years or longer",NA,"No","Own it outright","Married/Civil Partnered","75+","White","Degree or diploma","Urban",1,NA,1.29229509830475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Fairly common","Not very common","Not very common",NA
135546230,"C (Crime prevention and security)","Female","12 months but less than 2 years","Yes","Yes","Rent it","Married/Civil Partnered","35-44","White","O level/GCSE","Rural",3,NA,1.20018482208252,NA,NA,NA,NA,"Not very worried","Not at all worried",NA,NA,"Not at all worried","Not at all worried","Not at all worried",-1.13190197944641,"Not a victim of crime","Not very common","Not at all common","Not at all common",NA
136450250,"A (Experiences of the police)","Female","5 years but less than 10 years",NA,"Yes","Buying it with the help of a mortgage or loan","Single","45-54","White","Degree or diploma","Urban",5,NA,0.563794314861298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not very common","Not very common","Not very common",NA
136441060,"B (Attitudes to the CJS)","Male","3 years but less than 5 years",NA,"Yes","Buying it with the help of a mortgage or loan","Married/Civil Partnered","65-74","White","O level/GCSE","Rural",3,NA,1.09756410121918,NA,NA,NA,NA,NA,NA,"Not at all worried","Not at all worried",NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
136180040,"D (Online Security)","Female","10 years but less than 20 years",NA,"No","Rent it","Divorced","55-64","White","O level/GCSE","Urban",5,NA,1.19310796260834,"D. Lack of discipline from parents","A bit unsafe","Fairly safe","A bit unsafe",NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not very common","Not very common","Not very common",NA
147262180,"B (Attitudes to the CJS)","Female","10 years but less than 20 years",NA,"Yes","Rent it","Married/Civil Partnered","35-44","Black or Black British","Apprenticeship or A/AS level","Urban",1,NA,1.36909925937653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not very common","Not at all common","Not at all common",NA
137051310,"C (Crime prevention and security)","Female","20 years or longer",NA,"Yes","Own it outright","Widowed","55-64","White","None","Urban",3,NA,0.582846164703369,NA,NA,NA,NA,"Very worried","Very worried",NA,NA,"Very worried","Very worried","Not very worried",2.32654547691345,"Victim of crime","Not at all common","Not at all common","Not at all common",NA
136435030,"C (Crime prevention and security)","Female","20 years or longer",NA,"No","Own it outright","Single","65-74","White","Other","Urban",3,NA,1.74274659156799,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,"Not at all worried","Not very worried","Not at all worried",-0.514213681221008,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
136285300,"B (Attitudes to the CJS)","Female","Less than 12 months","No","Yes","Rent it","Single","35-44","White","Degree or diploma","Urban",2,NA,0.677049517631531,NA,NA,NA,NA,NA,NA,"Not very worried","Fairly worried",NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
136201130,"A (Experiences of the police)","Male","20 years or longer","No","Yes","Buying it with the help of a mortgage or loan","Cohabiting","16-24","White","Apprenticeship or A/AS level","Rural",2,NA,0.683406174182892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not very common","Not very common","Not very common",0.993621528148651
136462250,"A (Experiences of the police)","Female","10 years but less than 20 years",NA,"Yes","Buying it with the help of a mortgage or loan","Divorced","45-54","White","Degree or diploma","Urban",3,NA,0.376300305128098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Victim of crime","Not at all common","Not at all common","Not at all common",-0.765849173069
147296240,"D (Online Security)","Female","20 years or longer",NA,"Yes","Own it outright","Married/Civil Partnered","55-64","White","O level/GCSE","Rural",3,NA,0.99970930814743,"D. Lack of discipline from parents","Fairly safe","Very safe","Fairly safe",NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
136332220,"B (Attitudes to the CJS)","Female","20 years or longer",NA,"No","Own it outright","Widowed","55-64","White","Other","Urban",5,NA,0.241665095090866,NA,NA,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
136959220,"B (Attitudes to the CJS)","Male","10 years but less than 20 years",NA,"No","Rent it","Separate","45-54","White","None","Urban",1,NA,0.797788619995117,NA,NA,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,NA,NA,"Victim of crime","Very common","Not at all common","Not at all common",NA
137078110,"C (Crime prevention and security)","Male","20 years or longer",NA,"Yes","Rent it","Single","45-54","White","O level/GCSE","Urban",2,NA,0.337869971990585,NA,NA,NA,NA,"Fairly worried","Not very worried",NA,NA,"Not very worried","Not very worried","Not very worried",0.298398405313492,"Not a victim of crime","Fairly common","Not at all common","Not at all common",NA
136131170,"A (Experiences of the police)","Male","5 years but less than 10 years",NA,"Yes","Own it outright","Married/Civil Partnered","55-64","White","Degree or diploma","Rural",NA,4,0.480855524539948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",0.502221345901489
136933150,"C (Crime prevention and security)","Female","Less than 12 months","No","Yes","Buying it with the help of a mortgage or loan","Cohabiting","25-34","White","Apprenticeship or A/AS level","Urban",1,NA,1.24727833271027,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,"Not very worried","Not very worried","Not very worried",0.0417585112154484,"Victim of crime","Fairly common","Not at all common","Not at all common",NA
136498140,"B (Attitudes to the CJS)","Male","20 years or longer",NA,"Yes","Buying it with the help of a mortgage or loan","Divorced","45-54","White","Degree or diploma","Urban",3,NA,0.595654726028442,NA,NA,NA,NA,NA,NA,"Fairly worried","Not very worried",NA,NA,NA,NA,"Victim of crime","Not at all common","Not at all common","Not at all common",NA
136306310,"C (Crime prevention and security)","Male","10 years but less than 20 years",NA,"Yes","Own it outright","Cohabiting","45-54","White","Degree or diploma","Urban",1,NA,1.32119083404541,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,"Not at all worried","Not very worried","Not very worried",-0.226306915283203,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
137141200,"D (Online Security)","Male","20 years or longer",NA,"Yes","Rent it","Married/Civil Partnered","55-64","White","Apprenticeship or A/AS level","Urban",3,NA,1.78714370727539,"B. Poverty","Fairly safe","Fairly safe","Fairly safe",NA,NA,NA,NA,NA,NA,NA,NA,"Victim of crime","Not very common","Not at all common","Not very common",NA
136717140,"B (Attitudes to the CJS)","Female","20 years or longer",NA,"Yes","Buying it with the help of a mortgage or loan","Married/Civil Partnered","45-54","White","O level/GCSE","Urban",1,NA,2.69718909263611,NA,NA,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,NA,NA,"Not a victim of crime","Not very common","Not very common","Not very common",NA
136955100,"B (Attitudes to the CJS)","Female","10 years but less than 20 years",NA,"No","Own it outright","Married/Civil Partnered","65-74","White","Other","Rural",NA,5,0.480579555034637,NA,NA,NA,NA,NA,NA,"Not at all worried","Not very worried",NA,NA,NA,NA,"Not a victim of crime","Not very common","Not very common","Not very common",NA
137206320,"D (Online Security)","Male","10 years but less than 20 years",NA,"No","Rent it","Single","16-24","White","Apprenticeship or A/AS level","Rural",3,NA,1.33258521556854,"K. Peer pressure","Very safe","Very safe","Very safe",NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
136881300,"B (Attitudes to the CJS)","Female","3 years but less than 5 years",NA,"Yes","Buying it with the help of a mortgage or loan","Married/Civil Partnered","45-54","Black or Black British","Degree or diploma","Rural",4,NA,1.10201370716095,NA,NA,NA,NA,NA,NA,"Not at all worried","Not at all worried",NA,NA,NA,NA,"Not a victim of crime","Not very common","Not at all common","Not at all common",NA
147390230,"C (Crime prevention and security)","Female","2 years but less than 3 years",NA,"Yes","Rent it","Cohabiting","25-34","White","Apprenticeship or A/AS level","Urban",1,NA,2.34076333045959,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,"Not very worried","Not very worried","Not very worried",0.0417585112154484,"Not a victim of crime","Not very common","Not at all common","Not very common",NA
136783100,"B (Attitudes to the CJS)","Male","Less than 12 months","No","No","Rent it","Single","16-24","Chinese or Other","O level/GCSE","Urban",1,NA,1.35750246047974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not very common","Not very common","Not very common",NA
136235070,"C (Crime prevention and security)","Female","20 years or longer",NA,"Yes","Buying it with the help of a mortgage or loan","Married/Civil Partnered","25-34","Asian or Asian British","Degree or diploma","Urban",4,NA,1.30100393295288,NA,NA,NA,NA,"Fairly worried","Fairly worried",NA,NA,"Very worried","Not very worried","Not very worried",1.14300680160522,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
136294080,"D (Online Security)","Male","20 years or longer",NA,"Yes","Rent it","Single","45-54","White","Apprenticeship or A/AS level","Urban",1,NA,0.610863149166107,"E. Drugs","Very safe","Very safe","Very safe",NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Fairly common","Not very common","Not very common",NA
135389320,"D (Online Security)","Female","20 years or longer",NA,"No","Pay part rent and part mortgage (shared ownership)","Widowed","75+","White","None","Rural",5,NA,0.431047528982162,"E. Drugs","Fairly safe","Very safe","Very safe",NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not very common","Not very common","Not at all common",NA
147236080,"D (Online Security)","Female","3 years but less than 5 years","Yes","Yes","Buying it with the help of a mortgage or loan","Married/Civil Partnered","35-44","Asian or Asian British","Degree or diploma","Urban",3,NA,1.28566861152649,"G. Unemployment","Fairly safe","Very safe","Very unsafe",NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not very common","Not at all common","Not at all common",NA
135282130,"A (Experiences of the police)","Female","10 years but less than 20 years",NA,"Yes","Buying it with the help of a mortgage or loan","Married/Civil Partnered","45-54","White","O level/GCSE","Rural",3,NA,1.57495808601379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not very common","Not very common","Not very common",0.239261969923973
147231020,"B (Attitudes to the CJS)","Male","20 years or longer",NA,"No","Own it outright","Single","55-64","White","Apprenticeship or A/AS level","Urban",2,NA,0.575048267841339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
136678300,"B (Attitudes to the CJS)","Male","10 years but less than 20 years",NA,"No","Rent it","Cohabiting","45-54","White","None","Urban",NA,1,0.523968696594238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
136149150,"C (Crime prevention and security)","Male","12 months but less than 2 years","Yes","Yes","Rent it","Married/Civil Partnered","45-54","Asian or Asian British","Apprenticeship or A/AS level","Urban",5,NA,1.51909983158112,NA,NA,NA,NA,"Very worried","Fairly worried",NA,NA,"Not applicable","Fairly worried","Not at all worried",NA,"Victim of crime","Not very common","Not at all common","Not very common",NA
137224190,"C (Crime prevention and security)","Male","20 years or longer",NA,"Yes","Live here rent free (inc. rent free in relative/friend's property, excluding squatting)","Single","16-24","White","O level/GCSE","Urban",NA,2,0.718689978122711,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,"Not very worried","Fairly worried","Fairly worried",0.638876020908356,"Not a victim of crime","Not very common","Not at all common","Not very common",NA
147309290,"A (Experiences of the police)","Female","20 years or longer",NA,"Yes","Own it outright","Married/Civil Partnered","45-54","White","Apprenticeship or A/AS level","Rural",3,NA,0.528502404689789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Victim of crime","Not at all common","Not at all common","Not at all common",1.35472249984741
136749020,"B (Attitudes to the CJS)","Female","20 years or longer",NA,"No","Rent it","Married/Civil Partnered","65-74","White","None","Urban",4,NA,0.902640640735626,NA,NA,NA,NA,NA,NA,"Very worried","Very worried",NA,NA,NA,NA,"Victim of crime","Not at all common","Not at all common","Not at all common",NA
137010090,"A (Experiences of the police)","Female","20 years or longer","No","Yes","Live here rent free (inc. rent free in relative/friend's property, excluding squatting)","Single","35-44","White","Apprenticeship or A/AS level","Urban",1,NA,0.537044942378998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",0.946453154087067
136209200,"D (Online Security)","Female","20 years or longer",NA,"Yes","Own it outright","Married/Civil Partnered","45-54","White","O level/GCSE","Rural",4,NA,0.558971762657166,"E. Drugs","Fairly safe","Very safe","Fairly safe",NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not very common","Not very common","Not very common",NA
136986040,"D (Online Security)","Female","5 years but less than 10 years","Yes","No","Rent it","Widowed","75+","White","None","Urban",2,NA,0.75011271238327,"F. Alcohol","Very safe","Very safe","Very safe",NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
137077080,"D (Online Security)","Male","20 years or longer",NA,"Yes","Own it outright","Married/Civil Partnered","55-64","White","Degree or diploma","Urban",5,NA,1.05497670173645,"F. Alcohol","Very safe","Very safe","Very safe",NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
137214150,"C (Crime prevention and security)","Female","20 years or longer",NA,"No","Own it outright","Married/Civil Partnered","55-64","White","Degree or diploma","Rural",5,NA,1.03280568122864,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,"Not very worried","Not very worried","Not very worried",0.0417585112154484,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
136975050,"A (Experiences of the police)","Female","20 years or longer",NA,"No","Rent it","Divorced","65-74","White","Degree or diploma","Urban",1,NA,1.11296761035919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Victim of crime","Fairly common","Not very common","Fairly common",2.42412686347961
137155220,"B (Attitudes to the CJS)","Male","Less than 12 months","No","Yes","Rent it","Single","25-34","White","Degree or diploma","Rural",3,NA,0.354910165071487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
136214020,"B (Attitudes to the CJS)","Male","3 years but less than 5 years",NA,"Yes","Rent it","Cohabiting","55-64","White","None","Rural",3,NA,1.17279541492462,NA,NA,NA,NA,NA,NA,"Not very worried","Very worried",NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
136070050,"A (Experiences of the police)","Female","12 months but less than 2 years","No","Yes","Rent it","Single","16-24","White","Apprenticeship or A/AS level","Rural",3,NA,0.865142822265625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Victim of crime","Not very common","Not very common","Not very common",2.41627717018127
136336190,"C (Crime prevention and security)","Male","10 years but less than 20 years",NA,"No","Own it outright","Widowed","75+","White","Apprenticeship or A/AS level","Urban",3,NA,0.243983909487724,NA,NA,NA,NA,"Not at all worried","Not at all worried",NA,NA,"Not at all worried","Not at all worried","Not at all worried",-1.3885418176651,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
135499250,"A (Experiences of the police)","Male","20 years or longer",NA,"Yes","Own it outright","Married/Civil Partnered","55-64","White","Apprenticeship or A/AS level","Urban",4,NA,1.13780689239502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Victim of crime","Not at all common","Not at all common","Not at all common",-0.966681122779846
136270180,"B (Attitudes to the CJS)","Male","20 years or longer",NA,"Yes","Buying it with the help of a mortgage or loan","Married/Civil Partnered","55-64","White","Apprenticeship or A/AS level","Urban",NA,1,0.530839383602142,NA,NA,NA,NA,NA,NA,"Fairly worried","Fairly worried",NA,NA,NA,NA,"Not a victim of crime","Not very common","Not very common","Not very common",NA
136635210,"A (Experiences of the police)","Male","10 years but less than 20 years",NA,"No","Rent it","Divorced","75+","White","None","Urban",2,NA,0.468049943447113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",-0.200880512595177
136430290,"A (Experiences of the police)","Female","20 years or longer","Yes","No","Buying it with the help of a mortgage or loan","Divorced","45-54","White","Degree or diploma","Urban",1,NA,1.0221244096756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not very common","Not at all common","Not very common",2.24199199676514
136219050,"A (Experiences of the police)","Male","3 years but less than 5 years",NA,"Yes","Rent it","Single","55-64","White","None","Urban",2,NA,0.624893307685852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not very common","Not very common","Not very common",-1.21526670455933
136921200,"D (Online Security)","Female","20 years or longer",NA,"Yes","Buying it with the help of a mortgage or loan","Married/Civil Partnered","35-44","White","O level/GCSE","Urban",1,NA,0.798130452632904,"Spontaneous: None of these","A bit unsafe","Very safe","Very safe",NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
136366120,"D (Online Security)","Male","10 years but less than 20 years",NA,"Yes","Buying it with the help of a mortgage or loan","Married/Civil Partnered","45-54","White","Apprenticeship or A/AS level","Rural",5,NA,1.36032128334045,"B. Poverty","Very safe","Very safe","Very safe",NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
135382130,"A (Experiences of the police)","Female","10 years but less than 20 years",NA,"Yes","Rent it","Single","45-54","Black or Black British","Other","Urban",1,NA,0.635587811470032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not very common","Not very common","Not very common",3.58750939369202
147597190,"C (Crime prevention and security)","Male","3 years but less than 5 years",NA,"Yes","Buying it with the help of a mortgage or loan","Married/Civil Partnered","35-44","White","Degree or diploma","Urban",4,NA,1.44782400131226,NA,NA,NA,NA,"Not very worried","Not at all worried",NA,NA,"Not at all worried","Not at all worried","Not at all worried",-1.13190197944641,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
137040260,"B (Attitudes to the CJS)","Female","10 years but less than 20 years",NA,"Yes","Buying it with the help of a mortgage or loan","Single","16-24","White","Apprenticeship or A/AS level","Rural",5,NA,3.11777663230896,NA,NA,NA,NA,NA,NA,"Not applicable",NA,NA,NA,NA,NA,"Victim of crime","Not at all common","Not at all common","Not at all common",NA
136375130,"A (Experiences of the police)","Female","20 years or longer",NA,"No","Own it outright","Married/Civil Partnered","65-74","White","Apprenticeship or A/AS level","Urban",3,NA,0.793775796890259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Victim of crime","Not at all common","Not at all common","Not at all common",0.012643457390368
136166070,"C (Crime prevention and security)","Male","3 years but less than 5 years",NA,"Yes","Buying it with the help of a mortgage or loan","Cohabiting","25-34","White","Degree or diploma","Urban",1,NA,1.37239146232605,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,"Not at all worried","Not very worried","Not at all worried",-0.514213681221008,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
